1
0.99997-0.0074888i
0.99975-0.022465i
0.99899-0.044918i
0.9972-0.074819i
0.9937-0.1121i
0.98766-0.15662i
0.9781-0.20816i
0.96388-0.26635i
0.94375-0.33066i
0.91637-0.40034i
0.88032-0.47439i
0.83419-0.55148i
0.77664-0.62995i
0.70644-0.70777i
0.62265-0.7825i
0.52465-0.85132i
0.41232-0.91104i
0.28614-0.95819i
0.14737-0.98908i
-0.0018722-1i
-0.15847-0.98736i
-0.31826-0.948i
-0.47603-0.87943i
-0.62558-0.78016i
-0.75986-0.65009i
-0.87128-0.49078i
-0.95209-0.30581i
-0.99489-0.10093i
-0.99327+0.11582i
-0.94251+0.33419i
-0.84033+0.54207i
-0.68765+0.72604i
-0.48915+0.8722i
-0.25369+0.96729i
0.0056166+0.99998i
0.27176+0.96237i
0.52465+0.85132i
0.74256+0.66978i
0.90396+0.42761i
0.98989+0.14181i
0.98646-0.16401i
0.88732-0.46115i
0.69576-0.71827i
0.42591-0.90476i
0.10279-0.9947i
-0.23918-0.97098i
-0.55926-0.82899i
-0.81514-0.57927i
-0.96869-0.24825i
-0.99238+0.12325i
-0.87493+0.48425i
-0.62558+0.78016i
-0.27536+0.96134i
0.12511+0.99214i
0.51184+0.85908i
0.8173+0.57621i
0.98253+0.18613i
0.96962-0.24463i
0.7719-0.63575i
0.41913-0.90793i
-0.024337-0.9997i
-0.46943-0.88297i
-0.81945-0.57315i
-0.99142-0.13068i
-0.9374+0.34827i
-0.65999+0.75127i
-0.2173+0.9761i
0.28614+0.95819i
0.72217+0.69172i
0.97142+0.23736i
0.95765-0.28793i
0.67394-0.73879i
0.19165-0.98146i
-0.35353-0.93542i
-0.79742-0.60343i
-0.99691-0.078552i
-0.87853+0.47768i
-0.46943+0.88297i
0.10279+0.9947i
0.64581+0.7635i
0.96585+0.25912i
0.93869-0.34476i
0.56236-0.82689i
-0.031822-0.99949i
-0.61972-0.78482i
-0.96681-0.2555i
-0.9237+0.38312i
-0.49567+0.86851i
0.14737+0.98908i
0.73245+0.68083i
0.99773+0.067349i
0.81296-0.58232i
0.25007-0.96823i
-0.43605-0.89992i
-0.91786-0.39691i
-0.95209+0.30581i
-0.50862+0.86099i
0.19899+0.98i
0.80858+0.58839i
0.99283-0.11954i
0.64007-0.76831i
-0.069217-0.9976i
-0.74506-0.66699i
-0.99882+0.048659i
-0.67117+0.7413i
0.058006+0.99832i
0.75742+0.65293i
0.99526-0.097202i
0.61086-0.79174i
-0.16586-0.98615i
-0.84033-0.54207i
-0.96487+0.26274i
-0.44278+0.89663i
0.38484+0.92298i
0.95094+0.30937i
0.85033-0.52624i
0.13996-0.99016i
-0.6767-0.73626i
-0.99797+0.063613i
-0.57162+0.82052i
0.29331+0.95602i
0.93608+0.35178i
0.84637-0.5326i
0.080419-0.99676i
-0.75497-0.65576i
-0.97403+0.22643i
-0.38139+0.92442i
0.53734+0.84336i
0.9993+0.037436i
0.59292-0.80526i
-0.33948-0.94061i
-0.9723-0.23372i
-0.72475+0.68901i
0.19165+0.98146i
0.93342+0.35878i
0.79515-0.60641i
-0.10651-0.99431i
-0.90871-0.41743i
-0.81945+0.57315i
0.087881+0.99613i
0.91027+0.41402i
0.80415-0.59443i
-0.13625-0.99067i
-0.9374-0.34827i
-0.74506+0.66699i
0.25007+0.96823i
0.97651+0.21547i
0.6285-0.77781i
-0.42252-0.90635i
-0.99994-0.011233i
-0.43605+0.89992i
0.6343+0.77308i
0.96585-0.25912i
0.15477-0.98795i
-0.84437-0.53576i
-0.82372+0.567i
0.20632+0.97848i
0.98389+0.17877i
0.53101-0.84736i
-0.59593-0.80303i
-0.96287+0.26995i
-0.08415+0.99645i
0.90714+0.42083i
0.70112-0.71304i
-0.44278-0.89663i
-0.99142+0.13068i
-0.18797+0.98217i
0.87674+0.48097i
0.72217-0.69172i
-0.44948-0.89329i
-0.98455+0.17508i
-0.10651+0.99431i
0.92795+0.37272i
0.60492-0.79629i
-0.61382-0.78944i
-0.91786+0.39691i
0.16216+0.98676i
0.9972+0.074819i
0.30046-0.9538i
-0.86383-0.50378i
-0.6767+0.73626i
0.5808+0.81405i
0.91334-0.40719i
-0.22461-0.97445i
-0.99915+0.041177i
-0.13625+0.99067i
0.95323+0.30224i
0.45282-0.8916i
-0.81077-0.58536i
-0.69845+0.71566i
0.61086+0.79174i
0.86571-0.50054i
-0.3883-0.92153i
-0.96082+0.27716i
0.16955+0.98552i
0.99773-0.067349i
0.02808-0.99961i
-0.99327-0.11582i
-0.19532+0.98074i
0.96388+0.26635i
0.32889-0.94437i
-0.9237-0.38312i
-0.4293+0.90316i
0.88384+0.46778i
0.49892-0.86665i
-0.8523-0.52306i
-0.5405+0.84135i
0.83419+0.55148i
0.55615-0.83108i
-0.83212-0.5546i
-0.54678+0.83727i
0.84637+0.5326i
0.51184-0.85908i
-0.87493-0.48425i
-0.44948+0.89329i
0.91334+0.40719i
0.35703-0.93409i
-0.95436-0.29867i
-0.2319+0.97274i
0.98766+0.15662i
0.072952-0.99734i
-0.99982+0.018721i
0.11768+0.99305i
0.97487-0.22278i
-0.33242-0.94313i
-0.8958+0.44446i
0.55615+0.83108i
0.74755-0.6642i
-0.76471-0.64438i
-0.52146+0.85328i
0.92513+0.37965i
0.22096-0.97528i
-0.99882-0.048659i
0.13254+0.99118i
0.9486-0.31649i
-0.49567-0.86851i
-0.75004+0.6614i
0.80415+0.59443i
0.40548-0.9141i
-0.98182-0.18981i
0.043048+0.99907i
0.95978-0.28075i
-0.50862-0.86099i
-0.70379+0.71041i
0.86944+0.49404i
0.24281-0.97007i
-0.99943+0.033694i
0.31471+0.94919i
0.8173-0.57621i
-0.79288-0.60938i
-0.33948+0.94061i
0.99955+0.029951i
-0.28972-0.95711i
-0.81077+0.58536i
0.82159+0.57008i
0.25731-0.96633i
-0.99562+0.093475i
0.43942+0.89828i
0.67945-0.73372i
-0.93207-0.36227i
0.013105+0.99991i
0.91934-0.39347i
-0.71957-0.69442i
-0.35353+0.93542i
0.99863-0.052398i
-0.45616-0.8899i
-0.61972+0.78482i
0.97317+0.23008i
-0.20999-0.9777i
-0.78829+0.6153i
0.90074+0.43437i
-0.016849-0.99986i
-0.88209+0.47109i
0.82584+0.56391i
0.11024-0.99391i
-0.92654+0.37619i
0.77664+0.62995i
0.16955-0.98552i
-0.93998+0.34124i
0.76711+0.64151i
0.16216-0.98676i
-0.92933+0.36924i
0.79967+0.60044i
0.087881-0.99613i
-0.88904+0.45782i
0.86571+0.50054i
-0.054268-0.99853i
-0.80192+0.59744i
0.94375+0.33066i
-0.26093-0.96536i
-0.64295+0.76591i
0.99661+0.082285i
-0.51506-0.85716i
-0.3883+0.92153i
0.97142-0.23736i
-0.77427-0.63285i
-0.031822+0.99949i
0.80858-0.58839i
-0.96287-0.26995i
0.39175+0.92007i
0.46613-0.88472i
-0.97887+0.20449i
0.78598+0.61825i
-0.039307-0.99923i
-0.72989+0.68356i
0.99526+0.097202i
-0.5899-0.80747i
-0.20266+0.97925i
0.85812-0.51345i
-0.96082-0.27716i
0.45949+0.88818i
0.32181-0.9468i
-0.90236+0.43099i
0.94125+0.33772i
-0.4293-0.90316i
-0.32535+0.94559i
0.89075-0.45449i
-0.95872-0.28434i
0.50539+0.86289i
0.21365-0.97691i
-0.81514+0.57927i
0.9937+0.1121i
-0.67117-0.7413i
0.020593+0.99979i
0.6343-0.77308i
-0.98322+0.18245i
0.87311+0.48752i
-0.3675-0.93002i
-0.29688+0.95491i
0.82584-0.56391i
-0.99797-0.063613i
0.75251+0.65858i
-0.20266-0.97925i
-0.42252+0.90635i
0.87674-0.48097i
-0.99238-0.12325i
0.73752+0.67532i
-0.2173-0.9761i
-0.37445+0.92725i
0.83004-0.55771i
-0.99999+0.0037444i
0.8383+0.54521i
-0.4089-0.91258i
-0.14366+0.98963i
0.64581-0.7635i
-0.94978+0.31293i
0.97487+0.22278i
-0.72475-0.68901i
0.27896+0.9603i
0.23554-0.97187i
-0.6822+0.73117i
0.95094-0.30937i
-0.98322-0.18245i
0.78133+0.62412i
-0.40206-0.91561i
-0.061744+0.99809i
0.50539-0.86289i
-0.83625+0.54835i
0.99191-0.12697i
-0.94978-0.31293i
0.72733+0.68629i
-0.37445-0.92725i
-0.039307+0.99923i
0.43942-0.89828i
-0.75986+0.65009i
0.95323-0.30224i
-0.99629-0.086016i
0.89075+0.45449i
-0.65999-0.75127i
0.343+0.93934i
0.013105-0.99991i
-0.36052+0.93275i
0.65717-0.75374i
-0.87128+0.49078i
0.98389-0.17877i
